..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7627.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7627.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7627.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7627.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7627.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9356.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9356.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9356.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9356.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9356.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6233.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6233.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10183.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6611.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6611.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6611.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6611.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6611.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6701.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6701.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6701.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6701.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6701.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3782.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3782.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3782.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3782.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3782.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4884.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4884.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4884.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4884.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4884.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7794.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6640.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6640.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6640.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6640.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6640.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2478.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\479.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\479.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\479.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\479.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\479.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4407.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4407.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4407.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4407.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4407.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11336.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11336.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11336.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11336.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11336.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7037.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7037.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7037.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7037.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7037.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2397.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2397.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2397.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2397.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2397.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6545.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6545.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6545.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6545.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6545.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7466.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7466.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7466.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7466.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7466.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10107.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10107.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10107.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10107.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10107.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7797.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7797.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7797.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7797.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7797.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7725.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7725.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7725.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7725.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7725.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7944.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7944.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6109.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6109.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6109.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6109.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6109.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3568.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3568.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3354.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3354.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3354.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3354.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3354.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3547.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3547.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3547.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3547.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3547.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\7499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\7499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\7499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\7499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\7499.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2794.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8499.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8499.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5653.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5653.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5653.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5653.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5653.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8275.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8275.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8275.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8275.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8275.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\170.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\170.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\170.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\170.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\170.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\986.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3599.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3599.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3599.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3599.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3599.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1722.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1722.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4250.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4250.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4250.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4250.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4250.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3150.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3150.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3150.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3150.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3150.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9183.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9183.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4108.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4108.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4108.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4108.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4108.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8478.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8478.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\6641.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\6641.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\6641.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\6641.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\6641.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4695.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4695.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4695.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4695.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4695.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1555.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1555.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1555.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1555.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1555.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5303.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5303.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5303.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5303.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5303.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1530.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1530.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1530.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1530.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1530.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\852.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\852.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\852.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\852.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\852.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11058.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11058.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11058.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11058.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11058.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\651.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\651.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4986.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4986.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2399.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2399.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2399.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2399.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2399.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\3794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\3794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\3794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\3794.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\3794.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\604.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\604.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\604.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\604.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\604.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\1943.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\1943.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\1943.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\1943.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\1943.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\8905.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\8905.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\8905.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\8905.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\8905.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9057.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9057.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11305.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11305.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11305.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11305.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11305.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4439.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4439.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\5425.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\5425.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\5425.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\5425.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\5425.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4030.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4030.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4030.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4030.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4030.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\10452.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\10452.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\10452.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\10452.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\10452.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\213.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\213.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\213.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\213.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\213.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\9984.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\9984.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\9984.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\9984.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\9984.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\2536.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\2536.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\2536.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\2536.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\2536.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\11387.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\11387.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\11387.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\11387.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\11387.tif
..\Hed_Seg\data\RS_image_paper_vai\train\train_img\4989.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dsm\4989.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_dis\4989.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_image_label\4989.tif,..\Hed_Seg\data\RS_image_paper_vai\train\train_edge_from_CB\4989.tif
