E:\dataset\GID数据集\train\img\14608.tif,E:\dataset\GID数据集\train\label\14608.tif
E:\dataset\GID数据集\train\img\13829.tif,E:\dataset\GID数据集\train\label\13829.tif
E:\dataset\GID数据集\train\img\21720.tif,E:\dataset\GID数据集\train\label\21720.tif
E:\dataset\GID数据集\train\img\11355.tif,E:\dataset\GID数据集\train\label\11355.tif
E:\dataset\GID数据集\train\img\17361.tif,E:\dataset\GID数据集\train\label\17361.tif
E:\dataset\GID数据集\train\img\19251.tif,E:\dataset\GID数据集\train\label\19251.tif
E:\dataset\GID数据集\train\img\4975.tif,E:\dataset\GID数据集\train\label\4975.tif
E:\dataset\GID数据集\train\img\10740.tif,E:\dataset\GID数据集\train\label\10740.tif
E:\dataset\GID数据集\train\img\7876.tif,E:\dataset\GID数据集\train\label\7876.tif
E:\dataset\GID数据集\train\img\15881.tif,E:\dataset\GID数据集\train\label\15881.tif
E:\dataset\GID数据集\train\img\7032.tif,E:\dataset\GID数据集\train\label\7032.tif
E:\dataset\GID数据集\train\img\5092.tif,E:\dataset\GID数据集\train\label\5092.tif
E:\dataset\GID数据集\train\img\8993.tif,E:\dataset\GID数据集\train\label\8993.tif
E:\dataset\GID数据集\train\img\8017.tif,E:\dataset\GID数据集\train\label\8017.tif
E:\dataset\GID数据集\train\img\2856.tif,E:\dataset\GID数据集\train\label\2856.tif
E:\dataset\GID数据集\train\img\24224.tif,E:\dataset\GID数据集\train\label\24224.tif
E:\dataset\GID数据集\train\img\12280.tif,E:\dataset\GID数据集\train\label\12280.tif
E:\dataset\GID数据集\train\img\18279.tif,E:\dataset\GID数据集\train\label\18279.tif
E:\dataset\GID数据集\train\img\20906.tif,E:\dataset\GID数据集\train\label\20906.tif
E:\dataset\GID数据集\train\img\6300.tif,E:\dataset\GID数据集\train\label\6300.tif
E:\dataset\GID数据集\train\img\17114.tif,E:\dataset\GID数据集\train\label\17114.tif
E:\dataset\GID数据集\train\img\3949.tif,E:\dataset\GID数据集\train\label\3949.tif
E:\dataset\GID数据集\train\img\5140.tif,E:\dataset\GID数据集\train\label\5140.tif
E:\dataset\GID数据集\train\img\7384.tif,E:\dataset\GID数据集\train\label\7384.tif
E:\dataset\GID数据集\train\img\17908.tif,E:\dataset\GID数据集\train\label\17908.tif
E:\dataset\GID数据集\train\img\9443.tif,E:\dataset\GID数据集\train\label\9443.tif
E:\dataset\GID数据集\train\img\4482.tif,E:\dataset\GID数据集\train\label\4482.tif
E:\dataset\GID数据集\train\img\10697.tif,E:\dataset\GID数据集\train\label\10697.tif
E:\dataset\GID数据集\train\img\21230.tif,E:\dataset\GID数据集\train\label\21230.tif
E:\dataset\GID数据集\train\img\12247.tif,E:\dataset\GID数据集\train\label\12247.tif
E:\dataset\GID数据集\train\img\6973.tif,E:\dataset\GID数据集\train\label\6973.tif
E:\dataset\GID数据集\train\img\14170.tif,E:\dataset\GID数据集\train\label\14170.tif
E:\dataset\GID数据集\train\img\13455.tif,E:\dataset\GID数据集\train\label\13455.tif
E:\dataset\GID数据集\train\img\25055.tif,E:\dataset\GID数据集\train\label\25055.tif
E:\dataset\GID数据集\train\img\23653.tif,E:\dataset\GID数据集\train\label\23653.tif
E:\dataset\GID数据集\train\img\107.tif,E:\dataset\GID数据集\train\label\107.tif
E:\dataset\GID数据集\train\img\4962.tif,E:\dataset\GID数据集\train\label\4962.tif
E:\dataset\GID数据集\train\img\20787.tif,E:\dataset\GID数据集\train\label\20787.tif
E:\dataset\GID数据集\train\img\3105.tif,E:\dataset\GID数据集\train\label\3105.tif
E:\dataset\GID数据集\train\img\15153.tif,E:\dataset\GID数据集\train\label\15153.tif
E:\dataset\GID数据集\train\img\7017.tif,E:\dataset\GID数据集\train\label\7017.tif
E:\dataset\GID数据集\train\img\15534.tif,E:\dataset\GID数据集\train\label\15534.tif
E:\dataset\GID数据集\train\img\13399.tif,E:\dataset\GID数据集\train\label\13399.tif
E:\dataset\GID数据集\train\img\19961.tif,E:\dataset\GID数据集\train\label\19961.tif
E:\dataset\GID数据集\train\img\12850.tif,E:\dataset\GID数据集\train\label\12850.tif
E:\dataset\GID数据集\train\img\23722.tif,E:\dataset\GID数据集\train\label\23722.tif
E:\dataset\GID数据集\train\img\4727.tif,E:\dataset\GID数据集\train\label\4727.tif
E:\dataset\GID数据集\train\img\8588.tif,E:\dataset\GID数据集\train\label\8588.tif
E:\dataset\GID数据集\train\img\6759.tif,E:\dataset\GID数据集\train\label\6759.tif
E:\dataset\GID数据集\train\img\17646.tif,E:\dataset\GID数据集\train\label\17646.tif
E:\dataset\GID数据集\train\img\16029.tif,E:\dataset\GID数据集\train\label\16029.tif
E:\dataset\GID数据集\train\img\607.tif,E:\dataset\GID数据集\train\label\607.tif
E:\dataset\GID数据集\train\img\16588.tif,E:\dataset\GID数据集\train\label\16588.tif
E:\dataset\GID数据集\train\img\20939.tif,E:\dataset\GID数据集\train\label\20939.tif
E:\dataset\GID数据集\train\img\4610.tif,E:\dataset\GID数据集\train\label\4610.tif
E:\dataset\GID数据集\train\img\20752.tif,E:\dataset\GID数据集\train\label\20752.tif
E:\dataset\GID数据集\train\img\1644.tif,E:\dataset\GID数据集\train\label\1644.tif
E:\dataset\GID数据集\train\img\24317.tif,E:\dataset\GID数据集\train\label\24317.tif
E:\dataset\GID数据集\train\img\891.tif,E:\dataset\GID数据集\train\label\891.tif
E:\dataset\GID数据集\train\img\7684.tif,E:\dataset\GID数据集\train\label\7684.tif
E:\dataset\GID数据集\train\img\17933.tif,E:\dataset\GID数据集\train\label\17933.tif
E:\dataset\GID数据集\train\img\21131.tif,E:\dataset\GID数据集\train\label\21131.tif
E:\dataset\GID数据集\train\img\9712.tif,E:\dataset\GID数据集\train\label\9712.tif
E:\dataset\GID数据集\train\img\12253.tif,E:\dataset\GID数据集\train\label\12253.tif
E:\dataset\GID数据集\train\img\21351.tif,E:\dataset\GID数据集\train\label\21351.tif
E:\dataset\GID数据集\train\img\3561.tif,E:\dataset\GID数据集\train\label\3561.tif
E:\dataset\GID数据集\train\img\2652.tif,E:\dataset\GID数据集\train\label\2652.tif
E:\dataset\GID数据集\train\img\9162.tif,E:\dataset\GID数据集\train\label\9162.tif
E:\dataset\GID数据集\train\img\10830.tif,E:\dataset\GID数据集\train\label\10830.tif
E:\dataset\GID数据集\train\img\849.tif,E:\dataset\GID数据集\train\label\849.tif
E:\dataset\GID数据集\train\img\21953.tif,E:\dataset\GID数据集\train\label\21953.tif
E:\dataset\GID数据集\train\img\21361.tif,E:\dataset\GID数据集\train\label\21361.tif
E:\dataset\GID数据集\train\img\11051.tif,E:\dataset\GID数据集\train\label\11051.tif
E:\dataset\GID数据集\train\img\10407.tif,E:\dataset\GID数据集\train\label\10407.tif
E:\dataset\GID数据集\train\img\12150.tif,E:\dataset\GID数据集\train\label\12150.tif
E:\dataset\GID数据集\train\img\22515.tif,E:\dataset\GID数据集\train\label\22515.tif
E:\dataset\GID数据集\train\img\8440.tif,E:\dataset\GID数据集\train\label\8440.tif
E:\dataset\GID数据集\train\img\21422.tif,E:\dataset\GID数据集\train\label\21422.tif
E:\dataset\GID数据集\train\img\20236.tif,E:\dataset\GID数据集\train\label\20236.tif
E:\dataset\GID数据集\train\img\2742.tif,E:\dataset\GID数据集\train\label\2742.tif
E:\dataset\GID数据集\train\img\2406.tif,E:\dataset\GID数据集\train\label\2406.tif
E:\dataset\GID数据集\train\img\2447.tif,E:\dataset\GID数据集\train\label\2447.tif
E:\dataset\GID数据集\train\img\2535.tif,E:\dataset\GID数据集\train\label\2535.tif
E:\dataset\GID数据集\train\img\13494.tif,E:\dataset\GID数据集\train\label\13494.tif
E:\dataset\GID数据集\train\img\17359.tif,E:\dataset\GID数据集\train\label\17359.tif
E:\dataset\GID数据集\train\img\10720.tif,E:\dataset\GID数据集\train\label\10720.tif
E:\dataset\GID数据集\train\img\23393.tif,E:\dataset\GID数据集\train\label\23393.tif
E:\dataset\GID数据集\train\img\11261.tif,E:\dataset\GID数据集\train\label\11261.tif
E:\dataset\GID数据集\train\img\10526.tif,E:\dataset\GID数据集\train\label\10526.tif
E:\dataset\GID数据集\train\img\18487.tif,E:\dataset\GID数据集\train\label\18487.tif
E:\dataset\GID数据集\train\img\11843.tif,E:\dataset\GID数据集\train\label\11843.tif
E:\dataset\GID数据集\train\img\566.tif,E:\dataset\GID数据集\train\label\566.tif
E:\dataset\GID数据集\train\img\17765.tif,E:\dataset\GID数据集\train\label\17765.tif
E:\dataset\GID数据集\train\img\14934.tif,E:\dataset\GID数据集\train\label\14934.tif
E:\dataset\GID数据集\train\img\20672.tif,E:\dataset\GID数据集\train\label\20672.tif
E:\dataset\GID数据集\train\img\9549.tif,E:\dataset\GID数据集\train\label\9549.tif
E:\dataset\GID数据集\train\img\4456.tif,E:\dataset\GID数据集\train\label\4456.tif
E:\dataset\GID数据集\train\img\7317.tif,E:\dataset\GID数据集\train\label\7317.tif
E:\dataset\GID数据集\train\img\9195.tif,E:\dataset\GID数据集\train\label\9195.tif
E:\dataset\GID数据集\train\img\3834.tif,E:\dataset\GID数据集\train\label\3834.tif
E:\dataset\GID数据集\train\img\11485.tif,E:\dataset\GID数据集\train\label\11485.tif
E:\dataset\GID数据集\train\img\5124.tif,E:\dataset\GID数据集\train\label\5124.tif
E:\dataset\GID数据集\train\img\18823.tif,E:\dataset\GID数据集\train\label\18823.tif
E:\dataset\GID数据集\train\img\22586.tif,E:\dataset\GID数据集\train\label\22586.tif
E:\dataset\GID数据集\train\img\12941.tif,E:\dataset\GID数据集\train\label\12941.tif
E:\dataset\GID数据集\train\img\17561.tif,E:\dataset\GID数据集\train\label\17561.tif
E:\dataset\GID数据集\train\img\5720.tif,E:\dataset\GID数据集\train\label\5720.tif
E:\dataset\GID数据集\train\img\9234.tif,E:\dataset\GID数据集\train\label\9234.tif
E:\dataset\GID数据集\train\img\18112.tif,E:\dataset\GID数据集\train\label\18112.tif
E:\dataset\GID数据集\train\img\7046.tif,E:\dataset\GID数据集\train\label\7046.tif
E:\dataset\GID数据集\train\img\24213.tif,E:\dataset\GID数据集\train\label\24213.tif
E:\dataset\GID数据集\train\img\15035.tif,E:\dataset\GID数据集\train\label\15035.tif
E:\dataset\GID数据集\train\img\24171.tif,E:\dataset\GID数据集\train\label\24171.tif
E:\dataset\GID数据集\train\img\719.tif,E:\dataset\GID数据集\train\label\719.tif
E:\dataset\GID数据集\train\img\24946.tif,E:\dataset\GID数据集\train\label\24946.tif
E:\dataset\GID数据集\train\img\15473.tif,E:\dataset\GID数据集\train\label\15473.tif
E:\dataset\GID数据集\train\img\7700.tif,E:\dataset\GID数据集\train\label\7700.tif
E:\dataset\GID数据集\train\img\16206.tif,E:\dataset\GID数据集\train\label\16206.tif
E:\dataset\GID数据集\train\img\4222.tif,E:\dataset\GID数据集\train\label\4222.tif
E:\dataset\GID数据集\train\img\20763.tif,E:\dataset\GID数据集\train\label\20763.tif
E:\dataset\GID数据集\train\img\7775.tif,E:\dataset\GID数据集\train\label\7775.tif
E:\dataset\GID数据集\train\img\16748.tif,E:\dataset\GID数据集\train\label\16748.tif
E:\dataset\GID数据集\train\img\7995.tif,E:\dataset\GID数据集\train\label\7995.tif
E:\dataset\GID数据集\train\img\24108.tif,E:\dataset\GID数据集\train\label\24108.tif
E:\dataset\GID数据集\train\img\7983.tif,E:\dataset\GID数据集\train\label\7983.tif
E:\dataset\GID数据集\train\img\18183.tif,E:\dataset\GID数据集\train\label\18183.tif
E:\dataset\GID数据集\train\img\19902.tif,E:\dataset\GID数据集\train\label\19902.tif
E:\dataset\GID数据集\train\img\22245.tif,E:\dataset\GID数据集\train\label\22245.tif
E:\dataset\GID数据集\train\img\14978.tif,E:\dataset\GID数据集\train\label\14978.tif
E:\dataset\GID数据集\train\img\12167.tif,E:\dataset\GID数据集\train\label\12167.tif
E:\dataset\GID数据集\train\img\7972.tif,E:\dataset\GID数据集\train\label\7972.tif
E:\dataset\GID数据集\train\img\10709.tif,E:\dataset\GID数据集\train\label\10709.tif
E:\dataset\GID数据集\train\img\11688.tif,E:\dataset\GID数据集\train\label\11688.tif
E:\dataset\GID数据集\train\img\13847.tif,E:\dataset\GID数据集\train\label\13847.tif
E:\dataset\GID数据集\train\img\23395.tif,E:\dataset\GID数据集\train\label\23395.tif
E:\dataset\GID数据集\train\img\21853.tif,E:\dataset\GID数据集\train\label\21853.tif
E:\dataset\GID数据集\train\img\407.tif,E:\dataset\GID数据集\train\label\407.tif
E:\dataset\GID数据集\train\img\5506.tif,E:\dataset\GID数据集\train\label\5506.tif
E:\dataset\GID数据集\train\img\8747.tif,E:\dataset\GID数据集\train\label\8747.tif
E:\dataset\GID数据集\train\img\22716.tif,E:\dataset\GID数据集\train\label\22716.tif
E:\dataset\GID数据集\train\img\2260.tif,E:\dataset\GID数据集\train\label\2260.tif
E:\dataset\GID数据集\train\img\1454.tif,E:\dataset\GID数据集\train\label\1454.tif
E:\dataset\GID数据集\train\img\13472.tif,E:\dataset\GID数据集\train\label\13472.tif
E:\dataset\GID数据集\train\img\11410.tif,E:\dataset\GID数据集\train\label\11410.tif
E:\dataset\GID数据集\train\img\7200.tif,E:\dataset\GID数据集\train\label\7200.tif
E:\dataset\GID数据集\train\img\372.tif,E:\dataset\GID数据集\train\label\372.tif
E:\dataset\GID数据集\train\img\15878.tif,E:\dataset\GID数据集\train\label\15878.tif
E:\dataset\GID数据集\train\img\9505.tif,E:\dataset\GID数据集\train\label\9505.tif
E:\dataset\GID数据集\train\img\25013.tif,E:\dataset\GID数据集\train\label\25013.tif
E:\dataset\GID数据集\train\img\21800.tif,E:\dataset\GID数据集\train\label\21800.tif
E:\dataset\GID数据集\train\img\10622.tif,E:\dataset\GID数据集\train\label\10622.tif
E:\dataset\GID数据集\train\img\7313.tif,E:\dataset\GID数据集\train\label\7313.tif
E:\dataset\GID数据集\train\img\8037.tif,E:\dataset\GID数据集\train\label\8037.tif
E:\dataset\GID数据集\train\img\101.tif,E:\dataset\GID数据集\train\label\101.tif
E:\dataset\GID数据集\train\img\254.tif,E:\dataset\GID数据集\train\label\254.tif
E:\dataset\GID数据集\train\img\8407.tif,E:\dataset\GID数据集\train\label\8407.tif
E:\dataset\GID数据集\train\img\7239.tif,E:\dataset\GID数据集\train\label\7239.tif
E:\dataset\GID数据集\train\img\3562.tif,E:\dataset\GID数据集\train\label\3562.tif
E:\dataset\GID数据集\train\img\8543.tif,E:\dataset\GID数据集\train\label\8543.tif
E:\dataset\GID数据集\train\img\20673.tif,E:\dataset\GID数据集\train\label\20673.tif
E:\dataset\GID数据集\train\img\8164.tif,E:\dataset\GID数据集\train\label\8164.tif
E:\dataset\GID数据集\train\img\573.tif,E:\dataset\GID数据集\train\label\573.tif
E:\dataset\GID数据集\train\img\15781.tif,E:\dataset\GID数据集\train\label\15781.tif
E:\dataset\GID数据集\train\img\6514.tif,E:\dataset\GID数据集\train\label\6514.tif
E:\dataset\GID数据集\train\img\18410.tif,E:\dataset\GID数据集\train\label\18410.tif
E:\dataset\GID数据集\train\img\12489.tif,E:\dataset\GID数据集\train\label\12489.tif
E:\dataset\GID数据集\train\img\13790.tif,E:\dataset\GID数据集\train\label\13790.tif
E:\dataset\GID数据集\train\img\8312.tif,E:\dataset\GID数据集\train\label\8312.tif
E:\dataset\GID数据集\train\img\19047.tif,E:\dataset\GID数据集\train\label\19047.tif
E:\dataset\GID数据集\train\img\20900.tif,E:\dataset\GID数据集\train\label\20900.tif
E:\dataset\GID数据集\train\img\18433.tif,E:\dataset\GID数据集\train\label\18433.tif
E:\dataset\GID数据集\train\img\14598.tif,E:\dataset\GID数据集\train\label\14598.tif
E:\dataset\GID数据集\train\img\2638.tif,E:\dataset\GID数据集\train\label\2638.tif
E:\dataset\GID数据集\train\img\15196.tif,E:\dataset\GID数据集\train\label\15196.tif
E:\dataset\GID数据集\train\img\7800.tif,E:\dataset\GID数据集\train\label\7800.tif
E:\dataset\GID数据集\train\img\14790.tif,E:\dataset\GID数据集\train\label\14790.tif
E:\dataset\GID数据集\train\img\21856.tif,E:\dataset\GID数据集\train\label\21856.tif
E:\dataset\GID数据集\train\img\6099.tif,E:\dataset\GID数据集\train\label\6099.tif
E:\dataset\GID数据集\train\img\2409.tif,E:\dataset\GID数据集\train\label\2409.tif
E:\dataset\GID数据集\train\img\23634.tif,E:\dataset\GID数据集\train\label\23634.tif
E:\dataset\GID数据集\train\img\16988.tif,E:\dataset\GID数据集\train\label\16988.tif
E:\dataset\GID数据集\train\img\21487.tif,E:\dataset\GID数据集\train\label\21487.tif
E:\dataset\GID数据集\train\img\20439.tif,E:\dataset\GID数据集\train\label\20439.tif
E:\dataset\GID数据集\train\img\973.tif,E:\dataset\GID数据集\train\label\973.tif
E:\dataset\GID数据集\train\img\18117.tif,E:\dataset\GID数据集\train\label\18117.tif
E:\dataset\GID数据集\train\img\8548.tif,E:\dataset\GID数据集\train\label\8548.tif
E:\dataset\GID数据集\train\img\4254.tif,E:\dataset\GID数据集\train\label\4254.tif
E:\dataset\GID数据集\train\img\3250.tif,E:\dataset\GID数据集\train\label\3250.tif
E:\dataset\GID数据集\train\img\6468.tif,E:\dataset\GID数据集\train\label\6468.tif
E:\dataset\GID数据集\train\img\11035.tif,E:\dataset\GID数据集\train\label\11035.tif
E:\dataset\GID数据集\train\img\12105.tif,E:\dataset\GID数据集\train\label\12105.tif
E:\dataset\GID数据集\train\img\15304.tif,E:\dataset\GID数据集\train\label\15304.tif
E:\dataset\GID数据集\train\img\5072.tif,E:\dataset\GID数据集\train\label\5072.tif
E:\dataset\GID数据集\train\img\4862.tif,E:\dataset\GID数据集\train\label\4862.tif
E:\dataset\GID数据集\train\img\2003.tif,E:\dataset\GID数据集\train\label\2003.tif
E:\dataset\GID数据集\train\img\12072.tif,E:\dataset\GID数据集\train\label\12072.tif
E:\dataset\GID数据集\train\img\19682.tif,E:\dataset\GID数据集\train\label\19682.tif
E:\dataset\GID数据集\train\img\24228.tif,E:\dataset\GID数据集\train\label\24228.tif
E:\dataset\GID数据集\train\img\11973.tif,E:\dataset\GID数据集\train\label\11973.tif
E:\dataset\GID数据集\train\img\22174.tif,E:\dataset\GID数据集\train\label\22174.tif
E:\dataset\GID数据集\train\img\15090.tif,E:\dataset\GID数据集\train\label\15090.tif
E:\dataset\GID数据集\train\img\13182.tif,E:\dataset\GID数据集\train\label\13182.tif
E:\dataset\GID数据集\train\img\22112.tif,E:\dataset\GID数据集\train\label\22112.tif
E:\dataset\GID数据集\train\img\8892.tif,E:\dataset\GID数据集\train\label\8892.tif
E:\dataset\GID数据集\train\img\20564.tif,E:\dataset\GID数据集\train\label\20564.tif
E:\dataset\GID数据集\train\img\14058.tif,E:\dataset\GID数据集\train\label\14058.tif
E:\dataset\GID数据集\train\img\8773.tif,E:\dataset\GID数据集\train\label\8773.tif
E:\dataset\GID数据集\train\img\5618.tif,E:\dataset\GID数据集\train\label\5618.tif
E:\dataset\GID数据集\train\img\22837.tif,E:\dataset\GID数据集\train\label\22837.tif
E:\dataset\GID数据集\train\img\22797.tif,E:\dataset\GID数据集\train\label\22797.tif
E:\dataset\GID数据集\train\img\18489.tif,E:\dataset\GID数据集\train\label\18489.tif
E:\dataset\GID数据集\train\img\2933.tif,E:\dataset\GID数据集\train\label\2933.tif
E:\dataset\GID数据集\train\img\19270.tif,E:\dataset\GID数据集\train\label\19270.tif
E:\dataset\GID数据集\train\img\18464.tif,E:\dataset\GID数据集\train\label\18464.tif
E:\dataset\GID数据集\train\img\19265.tif,E:\dataset\GID数据集\train\label\19265.tif
E:\dataset\GID数据集\train\img\18322.tif,E:\dataset\GID数据集\train\label\18322.tif
E:\dataset\GID数据集\train\img\3557.tif,E:\dataset\GID数据集\train\label\3557.tif
E:\dataset\GID数据集\train\img\3630.tif,E:\dataset\GID数据集\train\label\3630.tif
E:\dataset\GID数据集\train\img\6116.tif,E:\dataset\GID数据集\train\label\6116.tif
E:\dataset\GID数据集\train\img\9683.tif,E:\dataset\GID数据集\train\label\9683.tif
E:\dataset\GID数据集\train\img\10013.tif,E:\dataset\GID数据集\train\label\10013.tif
E:\dataset\GID数据集\train\img\18013.tif,E:\dataset\GID数据集\train\label\18013.tif
E:\dataset\GID数据集\train\img\23606.tif,E:\dataset\GID数据集\train\label\23606.tif
E:\dataset\GID数据集\train\img\8185.tif,E:\dataset\GID数据集\train\label\8185.tif
E:\dataset\GID数据集\train\img\3235.tif,E:\dataset\GID数据集\train\label\3235.tif
E:\dataset\GID数据集\train\img\24129.tif,E:\dataset\GID数据集\train\label\24129.tif
E:\dataset\GID数据集\train\img\8911.tif,E:\dataset\GID数据集\train\label\8911.tif
E:\dataset\GID数据集\train\img\2756.tif,E:\dataset\GID数据集\train\label\2756.tif
E:\dataset\GID数据集\train\img\18034.tif,E:\dataset\GID数据集\train\label\18034.tif
E:\dataset\GID数据集\train\img\16750.tif,E:\dataset\GID数据集\train\label\16750.tif
E:\dataset\GID数据集\train\img\23143.tif,E:\dataset\GID数据集\train\label\23143.tif
E:\dataset\GID数据集\train\img\12771.tif,E:\dataset\GID数据集\train\label\12771.tif
E:\dataset\GID数据集\train\img\7478.tif,E:\dataset\GID数据集\train\label\7478.tif
E:\dataset\GID数据集\train\img\10686.tif,E:\dataset\GID数据集\train\label\10686.tif
E:\dataset\GID数据集\train\img\9422.tif,E:\dataset\GID数据集\train\label\9422.tif
E:\dataset\GID数据集\train\img\624.tif,E:\dataset\GID数据集\train\label\624.tif
E:\dataset\GID数据集\train\img\20537.tif,E:\dataset\GID数据集\train\label\20537.tif
E:\dataset\GID数据集\train\img\20743.tif,E:\dataset\GID数据集\train\label\20743.tif
E:\dataset\GID数据集\train\img\8943.tif,E:\dataset\GID数据集\train\label\8943.tif
E:\dataset\GID数据集\train\img\16793.tif,E:\dataset\GID数据集\train\label\16793.tif
E:\dataset\GID数据集\train\img\24550.tif,E:\dataset\GID数据集\train\label\24550.tif
E:\dataset\GID数据集\train\img\18698.tif,E:\dataset\GID数据集\train\label\18698.tif
E:\dataset\GID数据集\train\img\21759.tif,E:\dataset\GID数据集\train\label\21759.tif
E:\dataset\GID数据集\train\img\20125.tif,E:\dataset\GID数据集\train\label\20125.tif
E:\dataset\GID数据集\train\img\17346.tif,E:\dataset\GID数据集\train\label\17346.tif
E:\dataset\GID数据集\train\img\19658.tif,E:\dataset\GID数据集\train\label\19658.tif
E:\dataset\GID数据集\train\img\5903.tif,E:\dataset\GID数据集\train\label\5903.tif
E:\dataset\GID数据集\train\img\6850.tif,E:\dataset\GID数据集\train\label\6850.tif
E:\dataset\GID数据集\train\img\10788.tif,E:\dataset\GID数据集\train\label\10788.tif
E:\dataset\GID数据集\train\img\16752.tif,E:\dataset\GID数据集\train\label\16752.tif
E:\dataset\GID数据集\train\img\3384.tif,E:\dataset\GID数据集\train\label\3384.tif
E:\dataset\GID数据集\train\img\1254.tif,E:\dataset\GID数据集\train\label\1254.tif
E:\dataset\GID数据集\train\img\14669.tif,E:\dataset\GID数据集\train\label\14669.tif
E:\dataset\GID数据集\train\img\5331.tif,E:\dataset\GID数据集\train\label\5331.tif
E:\dataset\GID数据集\train\img\20632.tif,E:\dataset\GID数据集\train\label\20632.tif
E:\dataset\GID数据集\train\img\17306.tif,E:\dataset\GID数据集\train\label\17306.tif
E:\dataset\GID数据集\train\img\934.tif,E:\dataset\GID数据集\train\label\934.tif
E:\dataset\GID数据集\train\img\2131.tif,E:\dataset\GID数据集\train\label\2131.tif
E:\dataset\GID数据集\train\img\7786.tif,E:\dataset\GID数据集\train\label\7786.tif
